Controller,ITAE_1,ITAE_2,ITAE_3,ITAE_total,tauL2_1,tauL2_2,tauL2_3,tauRMS
SMC,0.552340019236051,0.251938487614086,0.0122565650006352,0.816535071850772,61.8539860713373,19.4378109423482,177.160097501269,59.6568891527232
STSMC,0.335956188183683,0.175517928096928,0.00755935734462198,0.519033473625233,23.3988577335636,10.637201593156,124.267746955654,40.1287048562539
ASTSMC,0.183346099524671,0.116532483264246,0.00812449903914795,0.308003081828065,36.2274907662356,16.8447647461755,124.297406646685,41.2868289962587
